section_name,section_code,app_name_full,app_name_abbrev,app_status,decommission_date,pkg_ns,patch_ver,patch_ver_major,patch_ver_minor,patch_num,patch_id,patch_id_full,multi_ns,group_key,doc_code,doc_label,doc_layer,doc_labelling,doc_title,doc_filename,doc_slug,doc_format,doc_subject,noise_type,app_url,doc_url,companion_url
Clinical,CLI,Pharmacy: Consolidated Mail Outpatient Pharmacy,PSX,active,,PSX,2,2,0,3,PSX*2*3,,0,PSX:PSX:2,IG,Installation Guide,patch,code,PSX*2*3 Installation Guide with Modifications for Outpatient Pharmacy Versions 6 and 7,psx_2_3ins.docx,psx_2_3ins,docx,with Modifications for Outpatient Pharmacy Versions 6 and 7,,https://www.va.gov/vdl/application.asp?appid=85,https://www.va.gov/vdl/documents/Clinical/Pharm-Consol_Mail_Outpat_Pharm_(CMOP)/psx_2_3ins.docx,https://www.va.gov/vdl/documents/Clinical/Pharm-Consol_Mail_Outpat_Pharm_(CMOP)/psx_2_3ins.pdf
Clinical,CLI,Pharmacy: Consolidated Mail Outpatient Pharmacy,PSX,active,,PSX,2,2,0,3,PSX*2*3,,0,PSX:PSX:2,IG,Installation Guide,patch,code,PSX*2*3 Installation Guide with Modifications for Outpatient Pharmacy Versions 6 and 7,psx_2_3ins.pdf,psx_2_3ins,pdf,with Modifications for Outpatient Pharmacy Versions 6 and 7,,https://www.va.gov/vdl/application.asp?appid=85,https://www.va.gov/vdl/documents/Clinical/Pharm-Consol_Mail_Outpat_Pharm_(CMOP)/psx_2_3ins.pdf,https://www.va.gov/vdl/documents/Clinical/Pharm-Consol_Mail_Outpat_Pharm_(CMOP)/psx_2_3ins.docx
Clinical,CLI,Pharmacy: Consolidated Mail Outpatient Pharmacy,PSX,active,,PSX,2,2,0,48,PSX*2*48,,0,PSX:PSX:2,RN,Release Notes,patch,code,PSX*2*48 Release Notes - HIPAA NCPDP Connection for EDI Pharmacy,ecme_hipaa_ncpdp_1_rn.docx,ecme_hipaa_ncpdp_1_rn,docx,HIPAA NCPDP Connection for EDI Pharmacy,,https://www.va.gov/vdl/application.asp?appid=85,https://www.va.gov/vdl/documents/Clinical/Pharm-Consol_Mail_Outpat_Pharm_(CMOP)/ecme_hipaa_ncpdp_1_rn.docx,https://www.va.gov/vdl/documents/Clinical/Pharm-Consol_Mail_Outpat_Pharm_(CMOP)/ecme_hipaa_ncpdp_1_rn.pdf
Clinical,CLI,Pharmacy: Consolidated Mail Outpatient Pharmacy,PSX,active,,PSX,2,2,0,48,PSX*2*48,,0,PSX:PSX:2,RN,Release Notes,patch,code,PSX*2*48 Release Notes - HIPAA NCPDP Connection for EDI Pharmacy,ecme_hipaa_ncpdp_1_rn.pdf,ecme_hipaa_ncpdp_1_rn,pdf,HIPAA NCPDP Connection for EDI Pharmacy,,https://www.va.gov/vdl/application.asp?appid=85,https://www.va.gov/vdl/documents/Clinical/Pharm-Consol_Mail_Outpat_Pharm_(CMOP)/ecme_hipaa_ncpdp_1_rn.pdf,https://www.va.gov/vdl/documents/Clinical/Pharm-Consol_Mail_Outpat_Pharm_(CMOP)/ecme_hipaa_ncpdp_1_rn.docx
Clinical,CLI,Pharmacy: Consolidated Mail Outpatient Pharmacy,PSX,active,,PSX,2,2,0,50,PSX*2*50,,0,PSX:PSX:2,RN,Release Notes,patch,code,PSX*2*50  PSO*7*157 Release Notes - Combat Veteran Phase II,pso_7_157_and_psx_2_p50_rn.docx,pso_7_157_and_psx_2_p50_rn,docx,PSO*7*157  - Combat Veteran Phase II,,https://www.va.gov/vdl/application.asp?appid=85,https://www.va.gov/vdl/documents/Clinical/Pharm-Consol_Mail_Outpat_Pharm_(CMOP)/pso_7_157_and_psx_2_p50_rn.docx,https://www.va.gov/vdl/documents/Clinical/Pharm-Consol_Mail_Outpat_Pharm_(CMOP)/pso_7_157_and_psx_2_p50_rn.pdf
Clinical,CLI,Pharmacy: Consolidated Mail Outpatient Pharmacy,PSX,active,,PSX,2,2,0,50,PSX*2*50,,0,PSX:PSX:2,RN,Release Notes,patch,code,PSX*2*50  PSO*7*157 Release Notes - Combat Veteran Phase II,pso_7_157_and_psx_2_p50_rn.pdf,pso_7_157_and_psx_2_p50_rn,pdf,PSO*7*157  - Combat Veteran Phase II,,https://www.va.gov/vdl/application.asp?appid=85,https://www.va.gov/vdl/documents/Clinical/Pharm-Consol_Mail_Outpat_Pharm_(CMOP)/pso_7_157_and_psx_2_p50_rn.pdf,https://www.va.gov/vdl/documents/Clinical/Pharm-Consol_Mail_Outpat_Pharm_(CMOP)/pso_7_157_and_psx_2_p50_rn.docx
Clinical,CLI,Pharmacy: Consolidated Mail Outpatient Pharmacy,PSX,active,,PSX,2,2,0,65,PSX*2*65,,0,PSX:PSX:2,RN,Release Notes,patch,code,PSX*2*65 Release Notes - ePharmacy Phase 4 Iteration II,psx_2_p65_rn.docx,psx_2_p65_rn,docx,ePharmacy Phase 4 Iteration II,,https://www.va.gov/vdl/application.asp?appid=85,https://www.va.gov/vdl/documents/Clinical/Pharm-Consol_Mail_Outpat_Pharm_(CMOP)/psx_2_p65_rn.docx,https://www.va.gov/vdl/documents/Clinical/Pharm-Consol_Mail_Outpat_Pharm_(CMOP)/psx_2_p65_rn.pdf
Clinical,CLI,Pharmacy: Consolidated Mail Outpatient Pharmacy,PSX,active,,PSX,2,2,0,65,PSX*2*65,,0,PSX:PSX:2,RN,Release Notes,patch,code,PSX*2*65 Release Notes - ePharmacy Phase 4 Iteration II,psx_2_p65_rn.pdf,psx_2_p65_rn,pdf,ePharmacy Phase 4 Iteration II,,https://www.va.gov/vdl/application.asp?appid=85,https://www.va.gov/vdl/documents/Clinical/Pharm-Consol_Mail_Outpat_Pharm_(CMOP)/psx_2_p65_rn.pdf,https://www.va.gov/vdl/documents/Clinical/Pharm-Consol_Mail_Outpat_Pharm_(CMOP)/psx_2_p65_rn.docx
Clinical,CLI,Pharmacy: Consolidated Mail Outpatient Pharmacy,PSX,active,,PSX,2,2,0,65,PSX*2*65,,0,PSX:PSX:2,TM,Technical Manual,patch,code,PSX*2*65 Technical Manual Change Pages,psx_2_p65_tm_cp.docx,psx_2_p65_tm_cp,docx,Change Pages,,https://www.va.gov/vdl/application.asp?appid=85,https://www.va.gov/vdl/documents/Clinical/Pharm-Consol_Mail_Outpat_Pharm_(CMOP)/psx_2_p65_tm_cp.docx,https://www.va.gov/vdl/documents/Clinical/Pharm-Consol_Mail_Outpat_Pharm_(CMOP)/psx_2_p65_tm_cp.pdf
Clinical,CLI,Pharmacy: Consolidated Mail Outpatient Pharmacy,PSX,active,,PSX,2,2,0,65,PSX*2*65,,0,PSX:PSX:2,TM,Technical Manual,patch,code,PSX*2*65 Technical Manual Change Pages,psx_2_p65_tm_cp.pdf,psx_2_p65_tm_cp,pdf,Change Pages,,https://www.va.gov/vdl/application.asp?appid=85,https://www.va.gov/vdl/documents/Clinical/Pharm-Consol_Mail_Outpat_Pharm_(CMOP)/psx_2_p65_tm_cp.pdf,https://www.va.gov/vdl/documents/Clinical/Pharm-Consol_Mail_Outpat_Pharm_(CMOP)/psx_2_p65_tm_cp.docx
Clinical,CLI,Pharmacy: Consolidated Mail Outpatient Pharmacy,PSX,active,,PSX,2,2,0,65,PSX*2*65,,0,PSX:PSX:2,UM,User Manual,patch,code,PSX*2*65 User Manual Change Pages,psx_2_p65_um_cp.docx,psx_2_p65_um_cp,docx,Change Pages,,https://www.va.gov/vdl/application.asp?appid=85,https://www.va.gov/vdl/documents/Clinical/Pharm-Consol_Mail_Outpat_Pharm_(CMOP)/psx_2_p65_um_cp.docx,https://www.va.gov/vdl/documents/Clinical/Pharm-Consol_Mail_Outpat_Pharm_(CMOP)/psx_2_p65_um_cp.pdf
Clinical,CLI,Pharmacy: Consolidated Mail Outpatient Pharmacy,PSX,active,,PSX,2,2,0,65,PSX*2*65,,0,PSX:PSX:2,UM,User Manual,patch,code,PSX*2*65 User Manual Change Pages,psx_2_p65_um_cp.pdf,psx_2_p65_um_cp,pdf,Change Pages,,https://www.va.gov/vdl/application.asp?appid=85,https://www.va.gov/vdl/documents/Clinical/Pharm-Consol_Mail_Outpat_Pharm_(CMOP)/psx_2_p65_um_cp.pdf,https://www.va.gov/vdl/documents/Clinical/Pharm-Consol_Mail_Outpat_Pharm_(CMOP)/psx_2_p65_um_cp.docx
Clinical,CLI,Pharmacy: Consolidated Mail Outpatient Pharmacy,PSX,active,,PSX,2,2,0,68,PSX*2*68,,0,PSX:PSX:2,UM,User Manual,patch,code,PSX*2*68 User Manual Change Pages,psx_2_p68_um_cp.docx,psx_2_p68_um_cp,docx,Change Pages,,https://www.va.gov/vdl/application.asp?appid=85,https://www.va.gov/vdl/documents/Clinical/Pharm-Consol_Mail_Outpat_Pharm_(CMOP)/psx_2_p68_um_cp.docx,https://www.va.gov/vdl/documents/Clinical/Pharm-Consol_Mail_Outpat_Pharm_(CMOP)/psx_2_p68_um_cp.pdf
Clinical,CLI,Pharmacy: Consolidated Mail Outpatient Pharmacy,PSX,active,,PSX,2,2,0,68,PSX*2*68,,0,PSX:PSX:2,UM,User Manual,patch,code,PSX*2*68 User Manual Change Pages,psx_2_p68_um_cp.pdf,psx_2_p68_um_cp,pdf,Change Pages,,https://www.va.gov/vdl/application.asp?appid=85,https://www.va.gov/vdl/documents/Clinical/Pharm-Consol_Mail_Outpat_Pharm_(CMOP)/psx_2_p68_um_cp.pdf,https://www.va.gov/vdl/documents/Clinical/Pharm-Consol_Mail_Outpat_Pharm_(CMOP)/psx_2_p68_um_cp.docx
Clinical,CLI,Pharmacy: Consolidated Mail Outpatient Pharmacy,PSX,active,,PSX,2,2,0,71,PSX*2*71,,0,PSX:PSX:2,TM,Technical Manual,patch,code,PSX*2*71 Technical Manual Change Pages,psx_2_p71_tm_cp.docx,psx_2_p71_tm_cp,docx,Change Pages,,https://www.va.gov/vdl/application.asp?appid=85,https://www.va.gov/vdl/documents/Clinical/Pharm-Consol_Mail_Outpat_Pharm_(CMOP)/psx_2_p71_tm_cp.docx,https://www.va.gov/vdl/documents/Clinical/Pharm-Consol_Mail_Outpat_Pharm_(CMOP)/psx_2_p71_tm_cp.pdf
Clinical,CLI,Pharmacy: Consolidated Mail Outpatient Pharmacy,PSX,active,,PSX,2,2,0,71,PSX*2*71,,0,PSX:PSX:2,TM,Technical Manual,patch,code,PSX*2*71 Technical Manual Change Pages,psx_2_p71_tm_cp.pdf,psx_2_p71_tm_cp,pdf,Change Pages,,https://www.va.gov/vdl/application.asp?appid=85,https://www.va.gov/vdl/documents/Clinical/Pharm-Consol_Mail_Outpat_Pharm_(CMOP)/psx_2_p71_tm_cp.pdf,https://www.va.gov/vdl/documents/Clinical/Pharm-Consol_Mail_Outpat_Pharm_(CMOP)/psx_2_p71_tm_cp.docx
Clinical,CLI,Pharmacy: Consolidated Mail Outpatient Pharmacy,PSX,active,,PSX,2,2,0,73,PSX*2*73,,0,PSX:PSX:2,RN,Release Notes,patch,code,PSX*2*73 Release Notes - ePharmacy Claims Phase 6,psx_2_p73_rn.docx,psx_2_p73_rn,docx,ePharmacy Claims Phase 6,,https://www.va.gov/vdl/application.asp?appid=85,https://www.va.gov/vdl/documents/Clinical/Pharm-Consol_Mail_Outpat_Pharm_(CMOP)/psx_2_p73_rn.docx,https://www.va.gov/vdl/documents/Clinical/Pharm-Consol_Mail_Outpat_Pharm_(CMOP)/psx_2_p73_rn.pdf
Clinical,CLI,Pharmacy: Consolidated Mail Outpatient Pharmacy,PSX,active,,PSX,2,2,0,73,PSX*2*73,,0,PSX:PSX:2,RN,Release Notes,patch,code,PSX*2*73 Release Notes - ePharmacy Claims Phase 6,psx_2_p73_rn.pdf,psx_2_p73_rn,pdf,ePharmacy Claims Phase 6,,https://www.va.gov/vdl/application.asp?appid=85,https://www.va.gov/vdl/documents/Clinical/Pharm-Consol_Mail_Outpat_Pharm_(CMOP)/psx_2_p73_rn.pdf,https://www.va.gov/vdl/documents/Clinical/Pharm-Consol_Mail_Outpat_Pharm_(CMOP)/psx_2_p73_rn.docx
Clinical,CLI,Pharmacy: Consolidated Mail Outpatient Pharmacy,PSX,active,,PSX,2,2,0,74,PSX*2*74,,0,PSX:PSX:2,RN,Release Notes,patch,code,PSX*2*74 Release Notes,psx_2_p74_rn.docx,psx_2_p74_rn,docx,,,https://www.va.gov/vdl/application.asp?appid=85,https://www.va.gov/vdl/documents/Clinical/Pharm-Consol_Mail_Outpat_Pharm_(CMOP)/psx_2_p74_rn.docx,https://www.va.gov/vdl/documents/Clinical/Pharm-Consol_Mail_Outpat_Pharm_(CMOP)/psx_2_p74_rn.pdf
Clinical,CLI,Pharmacy: Consolidated Mail Outpatient Pharmacy,PSX,active,,PSX,2,2,0,74,PSX*2*74,,0,PSX:PSX:2,RN,Release Notes,patch,code,PSX*2*74 Release Notes,psx_2_p74_rn.pdf,psx_2_p74_rn,pdf,,,https://www.va.gov/vdl/application.asp?appid=85,https://www.va.gov/vdl/documents/Clinical/Pharm-Consol_Mail_Outpat_Pharm_(CMOP)/psx_2_p74_rn.pdf,https://www.va.gov/vdl/documents/Clinical/Pharm-Consol_Mail_Outpat_Pharm_(CMOP)/psx_2_p74_rn.docx
Clinical,CLI,Pharmacy: Consolidated Mail Outpatient Pharmacy,PSX,active,,PSX,2,2,0,74,PSX*2*74,,0,PSX:PSX:2,UM,User Manual,patch,code,PSX*2*74 User Manual Change Pages,psx_2_p74_um_cp.docx,psx_2_p74_um_cp,docx,Change Pages,,https://www.va.gov/vdl/application.asp?appid=85,https://www.va.gov/vdl/documents/Clinical/Pharm-Consol_Mail_Outpat_Pharm_(CMOP)/psx_2_p74_um_cp.docx,https://www.va.gov/vdl/documents/Clinical/Pharm-Consol_Mail_Outpat_Pharm_(CMOP)/psx_2_p74_um_cp.pdf
Clinical,CLI,Pharmacy: Consolidated Mail Outpatient Pharmacy,PSX,active,,PSX,2,2,0,74,PSX*2*74,,0,PSX:PSX:2,UM,User Manual,patch,code,PSX*2*74 User Manual Change Pages,psx_2_p74_um_cp.pdf,psx_2_p74_um_cp,pdf,Change Pages,,https://www.va.gov/vdl/application.asp?appid=85,https://www.va.gov/vdl/documents/Clinical/Pharm-Consol_Mail_Outpat_Pharm_(CMOP)/psx_2_p74_um_cp.pdf,https://www.va.gov/vdl/documents/Clinical/Pharm-Consol_Mail_Outpat_Pharm_(CMOP)/psx_2_p74_um_cp.docx
Clinical,CLI,Pharmacy: Consolidated Mail Outpatient Pharmacy,PSX,active,,PSX,2,2,0,76,PSX*2*76,,0,PSX:PSX:2,UM,User Manual,patch,code,PSX*2*76 User Manual Change Pages,psx_2_p76_um_cp.docx,psx_2_p76_um_cp,docx,Change Pages,,https://www.va.gov/vdl/application.asp?appid=85,https://www.va.gov/vdl/documents/Clinical/Pharm-Consol_Mail_Outpat_Pharm_(CMOP)/psx_2_p76_um_cp.docx,https://www.va.gov/vdl/documents/Clinical/Pharm-Consol_Mail_Outpat_Pharm_(CMOP)/psx_2_p76_um_cp.pdf
Clinical,CLI,Pharmacy: Consolidated Mail Outpatient Pharmacy,PSX,active,,PSX,2,2,0,76,PSX*2*76,,0,PSX:PSX:2,UM,User Manual,patch,code,PSX*2*76 User Manual Change Pages,psx_2_p76_um_cp.pdf,psx_2_p76_um_cp,pdf,Change Pages,,https://www.va.gov/vdl/application.asp?appid=85,https://www.va.gov/vdl/documents/Clinical/Pharm-Consol_Mail_Outpat_Pharm_(CMOP)/psx_2_p76_um_cp.pdf,https://www.va.gov/vdl/documents/Clinical/Pharm-Consol_Mail_Outpat_Pharm_(CMOP)/psx_2_p76_um_cp.docx
Clinical,CLI,Pharmacy: Consolidated Mail Outpatient Pharmacy,PSX,active,,PSX,2,2,0,77,PSX*2*77,,0,PSX:PSX:2,RN,Release Notes,patch,code,PSX*2*77 Release Notes,psx_2_p77_rn.docx,psx_2_p77_rn,docx,,,https://www.va.gov/vdl/application.asp?appid=85,https://www.va.gov/vdl/documents/Clinical/Pharm-Consol_Mail_Outpat_Pharm_(CMOP)/psx_2_p77_rn.docx,https://www.va.gov/vdl/documents/Clinical/Pharm-Consol_Mail_Outpat_Pharm_(CMOP)/psx_2_p77_rn.pdf
Clinical,CLI,Pharmacy: Consolidated Mail Outpatient Pharmacy,PSX,active,,PSX,2,2,0,77,PSX*2*77,,0,PSX:PSX:2,RN,Release Notes,patch,code,PSX*2*77 Release Notes,psx_2_p77_rn.pdf,psx_2_p77_rn,pdf,,,https://www.va.gov/vdl/application.asp?appid=85,https://www.va.gov/vdl/documents/Clinical/Pharm-Consol_Mail_Outpat_Pharm_(CMOP)/psx_2_p77_rn.pdf,https://www.va.gov/vdl/documents/Clinical/Pharm-Consol_Mail_Outpat_Pharm_(CMOP)/psx_2_p77_rn.docx
Clinical,CLI,Pharmacy: Consolidated Mail Outpatient Pharmacy,PSX,active,,PSX,2,2,0,79,PSX*2*79,,0,PSX:PSX:2,RN,Release Notes,patch,code,PSX*2*79 Release Notes,psx_2_p79_rn.docx,psx_2_p79_rn,docx,,,https://www.va.gov/vdl/application.asp?appid=85,https://www.va.gov/vdl/documents/Clinical/Pharm-Consol_Mail_Outpat_Pharm_(CMOP)/psx_2_p79_rn.docx,https://www.va.gov/vdl/documents/Clinical/Pharm-Consol_Mail_Outpat_Pharm_(CMOP)/psx_2_p79_rn.pdf
Clinical,CLI,Pharmacy: Consolidated Mail Outpatient Pharmacy,PSX,active,,PSX,2,2,0,79,PSX*2*79,,0,PSX:PSX:2,RN,Release Notes,patch,code,PSX*2*79 Release Notes,psx_2_p79_rn.pdf,psx_2_p79_rn,pdf,,,https://www.va.gov/vdl/application.asp?appid=85,https://www.va.gov/vdl/documents/Clinical/Pharm-Consol_Mail_Outpat_Pharm_(CMOP)/psx_2_p79_rn.pdf,https://www.va.gov/vdl/documents/Clinical/Pharm-Consol_Mail_Outpat_Pharm_(CMOP)/psx_2_p79_rn.docx
Clinical,CLI,Pharmacy: Consolidated Mail Outpatient Pharmacy,PSX,active,,PSX,2,2,0,83,PSX*2*83,,0,PSX:PSX:2,IG,Installation Guide,patch,code,"PSX*2*83 PSO*7*513 Installation Guide for MCCF, EDI, TAS",psx_2_0_p83_ig.docx,psx_2_0_p83_ig,docx,"PSO*7*513  for MCCF, EDI, TAS",,https://www.va.gov/vdl/application.asp?appid=85,https://www.va.gov/vdl/documents/Clinical/Pharm-Consol_Mail_Outpat_Pharm_(CMOP)/psx_2_0_p83_ig.docx,https://www.va.gov/vdl/documents/Clinical/Pharm-Consol_Mail_Outpat_Pharm_(CMOP)/psx_2_0_p83_ig.pdf
Clinical,CLI,Pharmacy: Consolidated Mail Outpatient Pharmacy,PSX,active,,PSX,2,2,0,83,PSX*2*83,,0,PSX:PSX:2,IG,Installation Guide,patch,code,"PSX*2*83 PSO*7*513 Installation Guide for MCCF, EDI, TAS",psx_2_0_p83_ig.pdf,psx_2_0_p83_ig,pdf,"PSO*7*513  for MCCF, EDI, TAS",,https://www.va.gov/vdl/application.asp?appid=85,https://www.va.gov/vdl/documents/Clinical/Pharm-Consol_Mail_Outpat_Pharm_(CMOP)/psx_2_0_p83_ig.pdf,https://www.va.gov/vdl/documents/Clinical/Pharm-Consol_Mail_Outpat_Pharm_(CMOP)/psx_2_0_p83_ig.docx
Clinical,CLI,Pharmacy: Consolidated Mail Outpatient Pharmacy,PSX,active,,PSX,2,2,0,97,PSX*2*97,,0,PSX:PSX:2,DIBR,"Deployment, Installation, Back-Out, and Rollback Guide",patch,code,"PSX*2*97 Deployment, Installation, Back-out, and Rollback Guide",psx_2_0_p97_dibrg.docx,psx_2_0_p97_dibrg,docx,,,https://www.va.gov/vdl/application.asp?appid=85,https://www.va.gov/vdl/documents/Clinical/Pharm-Consol_Mail_Outpat_Pharm_(CMOP)/psx_2_0_p97_dibrg.docx,https://www.va.gov/vdl/documents/Clinical/Pharm-Consol_Mail_Outpat_Pharm_(CMOP)/psx_2_0_p97_dibrg.pdf
Clinical,CLI,Pharmacy: Consolidated Mail Outpatient Pharmacy,PSX,active,,PSX,2,2,0,97,PSX*2*97,,0,PSX:PSX:2,DIBR,"Deployment, Installation, Back-Out, and Rollback Guide",patch,code,"PSX*2*97 Deployment, Installation, Back-out, and Rollback Guide",psx_2_0_p97_dibrg.pdf,psx_2_0_p97_dibrg,pdf,,,https://www.va.gov/vdl/application.asp?appid=85,https://www.va.gov/vdl/documents/Clinical/Pharm-Consol_Mail_Outpat_Pharm_(CMOP)/psx_2_0_p97_dibrg.pdf,https://www.va.gov/vdl/documents/Clinical/Pharm-Consol_Mail_Outpat_Pharm_(CMOP)/psx_2_0_p97_dibrg.docx
Clinical,CLI,Pharmacy: Consolidated Mail Outpatient Pharmacy,PSX,active,,PSX,2,2,0,98,PSX*2*98,,0,PSX:PSX:2,DIBR,"Deployment, Installation, Back-Out, and Rollback Guide",patch,code,"PSX*2*98 Deployment, Installation, Back-out, and Rollback Guide",psx_2_0_p98_dibrg.docx,psx_2_0_p98_dibrg,docx,,,https://www.va.gov/vdl/application.asp?appid=85,https://www.va.gov/vdl/documents/Clinical/Pharm-Consol_Mail_Outpat_Pharm_(CMOP)/psx_2_0_p98_dibrg.docx,https://www.va.gov/vdl/documents/Clinical/Pharm-Consol_Mail_Outpat_Pharm_(CMOP)/psx_2_0_p98_dibrg.pdf
Clinical,CLI,Pharmacy: Consolidated Mail Outpatient Pharmacy,PSX,active,,PSX,2,2,0,98,PSX*2*98,,0,PSX:PSX:2,DIBR,"Deployment, Installation, Back-Out, and Rollback Guide",patch,code,"PSX*2*98 Deployment, Installation, Back-out, and Rollback Guide",psx_2_0_p98_dibrg.pdf,psx_2_0_p98_dibrg,pdf,,,https://www.va.gov/vdl/application.asp?appid=85,https://www.va.gov/vdl/documents/Clinical/Pharm-Consol_Mail_Outpat_Pharm_(CMOP)/psx_2_0_p98_dibrg.pdf,https://www.va.gov/vdl/documents/Clinical/Pharm-Consol_Mail_Outpat_Pharm_(CMOP)/psx_2_0_p98_dibrg.docx
Clinical,CLI,CPRS: Authorization Subscription Utility,ASU,archive,,,,,,,,,0,,FORM,VBA Form,plain,code,Beneficiary Enrollment Form 24-0296 (PDF),vba-24-0296-are.pdf,vba_24_0296_are,pdf,,vba_form,https://www.va.gov/vdl/application.asp?appid=340,http://www.vba.va.gov/pubs/forms/vba-24-0296-are.pdf,
Clinical,CLI,CPRS: Authorization Subscription Utility,ASU,archive,,,,,,,,,0,,FORM,VBA Form,plain,code,Direct Deposit Sign-Up Form SF 1199A (PDF),SF1199A_Direct_Deposit_Sign_Up_Form.pdf,sf1199a_direct_deposit_sign_up_form,pdf,,vba_form,https://www.va.gov/vdl/application.asp?appid=340,http://www.benefits.va.gov/milwaukee/docs/SF1199A_Direct_Deposit_Sign_Up_Form.pdf,
Clinical,CLI,CPRS: Authorization Subscription Utility,ASU,archive,,,,,,,,,0,,FORM,VBA Form,plain,code,21–4138 — Statement in Support of Claim (PDF),VBA-21-4138-ARE.pdf,vba_21_4138_are,pdf,Statement in Support of Claim (PDF),vba_form,https://www.va.gov/vdl/application.asp?appid=340,http://www.vba.va.gov/pubs/forms/VBA-21-4138-ARE.pdf,
Clinical,CLI,CPRS: Authorization Subscription Utility,ASU,archive,,,,,,,,,0,,FORM,VBA Form,plain,code,22–1995 — Request for Change of Program or Place of Training (PDF),VBA-22-1995-ARE.pdf,vba_22_1995_are,pdf,Request for Change of Program or Place of Training (PDF),vba_form,https://www.va.gov/vdl/application.asp?appid=340,http://www.vba.va.gov/pubs/forms/VBA-22-1995-ARE.pdf,
Clinical,CLI,CPRS: Authorization Subscription Utility,ASU,archive,,,,,,,,,0,,FORM,VBA Form,plain,code,21–526 — Application for Compensation and/or Pension (PDF),VBA-21-526-ARE.pdf,vba_21_526_are,pdf,Application for Compensation and/or Pension (PDF),vba_form,https://www.va.gov/vdl/application.asp?appid=340,http://www.vba.va.gov/pubs/forms/VBA-21-526-ARE.pdf,
Clinical,CLI,CPRS: Authorization Subscription Utility,ASU,archive,,,,,,,,,0,,FORM,VBA Form,plain,code,22–1990 — Application for Education Benefits (PDF),VBA-22-1990-ARE.pdf,vba_22_1990_are,pdf,Application for Education Benefits (PDF),vba_form,https://www.va.gov/vdl/application.asp?appid=340,http://www.vba.va.gov/pubs/forms/VBA-22-1990-ARE.pdf,
Clinical,CLI,CPRS: Authorization Subscription Utility,ASU,archive,,,,,,,,,0,,FORM,VBA Form,plain,code,21–2680 — Exam for Housebound Status or Permanent Need for Regular Aid and Attendance (PDF),VBA-21-2680-ARE.pdf,vba_21_2680_are,pdf,Exam for Housebound Status or Permanent Need for Regular Aid and Attendance (PDF),vba_form,https://www.va.gov/vdl/application.asp?appid=340,http://www.vba.va.gov/pubs/forms/VBA-21-2680-ARE.pdf,
Clinical,CLI,CPRS: Authorization Subscription Utility,ASU,archive,,,,,,,,,0,,FORM,VBA Form,plain,code,"21–534 — Application for Dependency & Indemnity Compensation (DIC), Death Pension & Accrued Benefits by a Surviving Spouse or Child (PDF)",VBA-21-534-ARE.pdf,vba_21_534_are,pdf,"Application for Dependency & Indemnity Compensation (DIC), Death Pension & Accrued Benefits by a Surviving Spouse or Child (PDF)",vba_form,https://www.va.gov/vdl/application.asp?appid=340,http://www.vba.va.gov/pubs/forms/VBA-21-534-ARE.pdf,
Clinical,CLI,CPRS: Authorization Subscription Utility,ASU,archive,,,,,,,,,0,,,,plain,code,Strat Plan FY 2014-2020,VA2014-2020strategicPlan.pdf,va2014_2020strategicplan,pdf,,va_ref,https://www.va.gov/vdl/application.asp?appid=340,https://www.va.gov/op3/docs/StrategicPlanning/VA2014-2020strategicPlan.pdf,
Clinical,CLI,Pharmacy: Consolidated Mail Outpatient Pharmacy,PSX,archive,,PSX,2,2,0,,PSX*2,,0,PSX:PSX:2,UM,User Manual,anchor,code,CMOP Version 2 User Manual (Updated PSX*2*91),psx_2_0_p91_um.docx,psx_2_0_p91_um,docx,(Updated PSX*2*91),,https://www.va.gov/vdl/application.asp?appid=397,https://www.va.gov/vdl/documents/Clinical/Pharm-Consol_Mail_Outpat_Pharm_Archive/psx_2_0_p91_um.docx,https://www.va.gov/vdl/documents/Clinical/Pharm-Consol_Mail_Outpat_Pharm_Archive/psx_2_0_p91_um.pdf
Clinical,CLI,Pharmacy: Consolidated Mail Outpatient Pharmacy,PSX,archive,,PSX,2,2,0,,PSX*2,,0,PSX:PSX:2,UM,User Manual,anchor,code,CMOP Version 2 User Manual (Updated PSX*2*91),psx_2_0_p91_um.pdf,psx_2_0_p91_um,pdf,(Updated PSX*2*91),,https://www.va.gov/vdl/application.asp?appid=397,https://www.va.gov/vdl/documents/Clinical/Pharm-Consol_Mail_Outpat_Pharm_Archive/psx_2_0_p91_um.pdf,https://www.va.gov/vdl/documents/Clinical/Pharm-Consol_Mail_Outpat_Pharm_Archive/psx_2_0_p91_um.docx
Clinical,CLI,CPRS: Bulk Parameter Editor for Notifications,OR,active,,OR,3,3,0,518,OR*3*518,,0,OR:OR:3,UG,User Guide,patch,code,OR*3*518 Bulk Parameter Editor for Notifications User Guide,or_3_0_518_bpen_ug.docx,or_3_0_518_bpen_ug,docx,Bulk Parameter Editor for Notifications,,https://www.va.gov/vdl/application.asp?appid=234,https://www.va.gov/vdl/documents/Clinical/CPRS-Bulk_Parameter_Editor_for_Notifications/or_3_0_518_bpen_ug.docx,https://www.va.gov/vdl/documents/Clinical/CPRS-Bulk_Parameter_Editor_for_Notifications/or_3_0_518_bpen_ug.pdf
